epoch;acc;loss;val_acc;val_loss
0;0.4783687786199152;0.07182492386394491;0.43693084716796876;0.15702585615217685
1;0.5614654028167327;0.061232317310835546;0.5557754516601563;0.1951645404100418
2;0.5686652255166943;0.06104614262585528;0.688238525390625;0.14781835433095694
3;0.5717635153171917;0.06092993530522411;0.5585281372070312;0.10438253711909055
4;0.570333271784087;0.06089662216448535;0.40892333984375;0.14312221612781287
5;0.572160606396695;0.06085601098020561;0.5586380004882813;0.09353447537869215
6;0.5724561560045307;0.06084781703345167;0.5336166381835937;0.13271219804883003
7;0.5724727112799883;0.060842189177249865;0.5984085083007813;0.1236002603545785
0;0.5487134234110514;0.0655313609718966;0.5757878112792969;0.10401102257892489
1;0.5733448918660482;0.060918414401821795;0.662236328125;0.09272650983184576
2;0.5734374237060547;0.06084700901507555;0.6215838623046875;0.11170043121092021
3;0.5730208079020183;0.06079910025233403;0.6683644104003906;0.10629289742559195
4;0.573585007985433;0.06080135061211574;0.6293925476074219;0.11072368218563497
0;0.5482062721252441;0.06541420612775255;0.6697222900390625;0.07777268510311842
1;0.5674073219299316;0.06103085487266071;0.5793269348144531;0.08324118558783083
2;0.5694988123575846;0.0610437479004031;0.6735797119140625;0.07806071917992086
3;0.5706445948282878;0.06093389286349217;0.5036576843261719;0.08217232353519649
4;0.5723124821980794;0.060917246506238976;0.6735585021972657;0.09394187000580131
0;0.5519230000178019;0.065221648523584;0.6263523864746093;0.08258770015556366
1;0.5617296425501506;0.06311658729314028;0.5436500549316406;0.078406519331038
0;0.5507254012425741;0.06436578334619601;0.6482176971435547;0.0808473392482847
0;0.06874362034063476;0.2024332346705099;0.09404797023162245;0.22917341195046903
0;0.5188630692164103;0.06886381406104192;0.6415582275390626;0.0928256007656455
1;0.5573737653096517;0.06322954128030688;0.6514282608032227;0.07931296650320291
0;0.5287448930740356;0.06826036320378383;0.6077301025390625;0.08973968643695115
1;0.5586978896458944;0.06303493570691596;0.6521281051635742;0.0798029359523207
2;0.5579672209421793;0.06298825093273384;0.6018634033203125;0.07991034105420113
0;0.5370668029785156;0.06820185336982831;0.5123143005371094;0.20169039038941264
1;0.560186816851298;0.06304567893229736;0.6508689880371094;0.08524017260409891
2;0.5602526966730753;0.06297147035288314;0.591143798828125;0.08442205880768597
3;0.5606934293111165;0.06297216659722228;0.6487820434570313;0.08036095755174756
4;0.559638253847758;0.06308035979513078;0.6507241821289063;0.07834789181128145
5;0.5602048142751058;0.0630428484947576;0.6501681137084961;0.08024330347776414
6;0.5614078934987387;0.06297494359469662;0.6456257247924805;0.08143917768727987
7;0.5618451007207235;0.06300106388167478;0.6454117584228516;0.07923401147592812
8;0.5610803985595703;0.06292854288282494;0.6503784561157226;0.08125707674771547
9;0.5612753629684448;0.06286288297502324;0.6491474914550781;0.08070768588222563
10;0.5617839399973551;0.06292092373284201;0.6505159378051758;0.07983232294209301
11;0.5617791668574015;0.06295069201927012;0.6521917343139648;0.0801500100037083
12;0.5616802040735881;0.06298205416028699;0.6467746734619141;0.07980627968907356
13;0.5621084690093994;0.06289085848606192;0.6502301025390625;0.08024369367398322
14;0.5613689343134562;0.06305683910730295;0.6331414413452149;0.08052510941401124
15;0.5624948612848918;0.06291663727994698;0.6503749847412109;0.08003880458883941
16;0.561240111986796;0.06292074990614006;0.6524779891967774;0.08051486195996403
17;0.5618660179773967;0.06298378817853517;0.6521727752685547;0.0817999483179301
18;0.5614027245839437;0.06302576525718905;0.6479261016845703;0.07987531255930662
19;0.5615055624643962;0.06283576181236034;0.6495457458496093;0.0805362089816481
20;0.5611987511316935;0.06296173294424079;0.6525190734863281;0.07908701580949128
21;0.5611886167526245;0.06300452532945201;0.6483806610107422;0.0820856487005949
22;0.5617195828755697;0.06283234074052113;0.6508690643310547;0.081727708671242
23;0.5616607507069905;0.06292882333121573;0.651304054260254;0.08114810850471259
24;0.5615290212631225;0.06298665073971885;0.6488155364990235;0.08139409845694899
25;0.561862956682841;0.06293198868942758;0.65077392578125;0.08097630285192281
26;0.5618993838628134;0.06293375034389707;0.6479048538208008;0.08014396315906197
27;0.5624054797490438;0.06276590709535715;0.6502823257446289;0.08135668314993381
28;0.5609609429041544;0.0628808293483841;0.6516923904418945;0.08129824656061828
29;0.5625521993637085;0.06287928154342808;0.6499005508422852;0.08030020654201507
30;0.5614043124516805;0.06287756833635892;0.6496990966796875;0.08191443801857531
31;0.5624337402979532;0.06282115027386075;0.6492958831787109;0.0806775130983442
32;0.5615638462702434;0.06282816504128277;0.6461986923217773;0.08047406017780304
33;0.5621266301472981;0.06290460254919404;0.6522107696533204;0.08006397516001015
34;0.5616575686136881;0.06290323031096098;0.6488785552978515;0.0804056919645518
35;0.5615188916524251;0.06300688928303619;0.6494330596923829;0.08039456958416849
36;0.5617352120081583;0.06310237079548339;0.6494850921630859;0.07938484573271126
37;0.5623466777801513;0.0629054635464369;0.6484093475341797;0.0815638103056699
38;0.5621027326583863;0.06290395231878695;0.6496125411987305;0.08061650807969273
39;0.561862317721049;0.06288505356720028;0.6498063278198242;0.0808618332259357
40;0.5616508881251018;0.06287138651668404;0.6558576583862304;0.0794789574900642
41;0.5622245868047079;0.062948489098344;0.649925537109375;0.08002464721910656
42;0.5626272026697795;0.06296477042099771;0.6481276702880859;0.08155479594133794
43;0.5621890942255656;0.06275075062372101;0.6446377563476563;0.08023688727989793
44;0.5623926575978597;0.06298461889692893;0.6522203063964844;0.08546241955365985
45;0.5622348721822102;0.06290302214678377;0.6472927474975586;0.1409173110499978
46;0.562564795811971;0.06294242554848703;0.648623046875;0.14817939905449748
0;0.5140295473734537;0.06946944709789629;0.29067501068115237;0.1153684286121279
